hour_of_year;2015;2016;2017;2018;2019;2020
951;78;60;114;110;108;85
952;78;60;114;110;108;85
953;78;60;114;110;108;85
954;78;60;114;110;108;85
955;78;60;114;110;108;85
956;78;60;114;110;108;85
957;78;60;114;110;108;85
958;78;60;114;110;108;85
959;78;60;114;110;108;85
960;78;60;114;110;108;85
961;78;60;114;110;108;85
962;78;60;114;110;108;85
963;78;60;114;110;108;85
964;78;60;114;110;108;85
965;78;60;114;110;108;85
966;78;60;114;110;108;85
967;78;60;114;110;108;85
968;78;60;114;110;108;85
969;78;60;114;110;108;85
970;78;60;114;110;108;85
971;78;60;114;110;108;85
972;78;60;114;110;108;85
973;78;60;114;110;108;85
974;78;60;114;110;108;85
975;78;60;114;110;108;85
976;78;60;114;110;108;85
977;78;60;114;110;108;85
978;78;60;114;110;108;85
979;78;60;114;110;108;85
980;78;60;114;110;108;85
981;78;60;114;110;108;85
982;78;60;114;110;108;85
983;78;60;114;110;108;85
984;78;60;114;110;108;85
985;78;60;114;110;108;85
986;78;60;114;110;108;85
987;78;60;114;110;108;85
988;78;60;114;110;108;85
989;78;60;114;110;108;85
990;78;60;114;110;108;85
991;78;60;114;110;108;85
992;78;60;114;110;108;85
993;78;60;114;110;108;85
994;78;60;114;110;108;85
995;78;60;114;110;108;85
996;78;60;114;110;108;85
997;78;60;114;110;108;85
998;78;60;114;110;108;85
999;78;60;114;110;108;85
1000;78;60;114;110;108;85
1001;78;60;114;110;108;85
1002;78;60;114;110;108;85
1003;78;60;114;110;108;85
1004;78;60;114;110;108;85
1005;78;60;114;110;108;85
1006;78;60;114;110;108;85
1007;78;60;114;110;108;85
1008;78;60;114;110;108;85
1009;78;60;114;110;108;85
1010;78;60;114;110;108;85
1011;78;60;114;110;108;85
1012;78;60;114;110;108;85
1013;78;60;114;110;108;85
1014;78;60;114;110;108;85
1015;78;60;114;110;108;85
1016;78;60;114;110;108;85
1017;78;60;114;110;108;85
1018;78;60;114;110;108;85
1019;78;60;114;110;108;85
1020;78;60;114;110;108;85
1021;78;60;114;110;108;85
1022;78;60;114;110;108;85
1023;78;60;114;110;108;85
1024;78;60;114;110;108;85
1025;78;60;114;110;108;85
1026;78;60;114;110;108;85
1027;78;60;114;110;108;85
1028;78;60;114;110;108;85
1029;78;60;114;110;108;85
1030;78;60;114;110;108;85
1031;78;60;114;110;108;85
1032;78;60;114;110;108;85
1033;78;60;114;110;108;85
1034;78;60;114;110;108;85
1035;78;60;114;110;108;85
1036;78;60;114;110;108;85
1037;78;60;114;110;108;85
1038;78;60;114;110;108;85
1039;78;60;114;110;108;85
1040;78;60;114;110;108;85
1041;78;60;114;110;108;85
1042;78;60;114;110;108;85
1043;78;60;114;110;108;85
1044;78;60;114;110;108;85
1045;78;60;114;110;108;85
1046;78;60;114;110;108;85
1047;78;60;114;110;108;85
1048;78;60;114;110;108;85
1049;78;60;114;110;108;85
1050;78;60;114;110;108;85
1051;78;60;114;110;108;85
1052;78;60;114;110;108;85
1053;78;60;114;110;108;85
1054;78;60;114;110;108;85
1055;78;60;114;110;108;85
1056;78;60;114;110;108;85
1057;78;60;114;110;108;85
1058;78;60;114;110;108;85
1059;78;60;114;110;108;85
1060;78;60;114;110;108;85
1061;78;60;114;110;108;85
1062;78;60;114;110;108;85
1063;78;60;114;110;108;85
1064;78;60;114;110;108;85
1065;78;60;114;110;108;85
1066;78;60;114;110;108;85
1067;78;60;114;110;108;85
1068;78;60;114;110;108;85
1069;78;60;114;110;108;85
1070;78;60;114;110;108;85
1071;78;60;114;110;108;85
1072;78;60;114;110;108;85
1073;78;60;114;110;108;85
1074;78;60;114;110;108;85
1075;78;60;114;110;108;85
1076;78;60;114;110;108;85
1077;78;60;114;110;108;85
1078;78;60;114;110;108;85
1079;78;60;114;110;108;85
1080;78;60;114;110;108;85
1081;78;60;114;110;108;85
1082;78;60;114;110;108;85
1083;78;60;114;110;108;85
1084;78;60;114;110;108;85
1085;78;60;114;110;108;85
1086;78;60;114;110;108;85
1087;78;60;114;110;108;85
1088;78;60;114;110;108;85
1089;78;60;114;110;108;85
1090;78;60;114;110;108;85
1091;78;60;114;110;108;85
1092;78;60;114;110;108;85
1093;78;60;114;110;108;85
1094;78;60;114;110;108;85
1095;78;60;114;110;108;85
1096;78;60;114;110;108;85
1097;78;60;114;110;108;85
1098;78;60;114;110;108;85
1099;78;60;114;110;108;85
1100;78;60;114;110;108;85
1101;78;60;114;110;108;85
1102;78;60;114;110;108;85
1103;78;60;114;110;108;85
1104;78;60;114;110;108;85
1105;78;60;114;110;108;85
1106;78;60;114;110;108;85
1107;78;60;114;110;108;85
1108;78;60;114;110;108;85
1109;78;60;114;110;108;85
1110;78;60;114;110;108;85
1111;78;60;114;110;108;85
1112;78;60;114;110;108;85
1113;78;60;114;110;108;85
1114;78;60;114;110;108;85
1115;78;60;114;110;108;85
1116;78;60;114;110;108;85
1117;78;60;114;110;108;85
1118;78;60;114;110;108;85
1119;78;60;114;110;108;85
1120;78;60;114;110;108;85
1121;78;60;114;110;108;85
1122;78;60;114;110;108;85
1123;78;60;114;110;108;85
1124;78;60;114;110;108;85
1125;78;60;114;110;108;85
1126;78;60;114;110;108;85
1127;78;60;114;110;108;85
1128;78;60;114;110;108;85
1129;78;60;114;110;108;85
1130;78;60;114;110;108;85
1131;78;60;114;110;108;85
1132;78;60;114;110;108;85
1133;78;60;114;110;108;85
1134;78;60;114;110;108;85
1135;78;60;114;110;108;85
1136;78;60;114;110;108;85
1137;78;60;114;110;108;85
1138;78;60;114;110;108;85
1139;78;60;114;110;108;85
1140;78;60;114;110;108;85
1141;78;60;114;110;108;85
1142;78;60;114;110;108;85
1143;78;60;114;110;108;85
1144;78;60;114;110;108;85
1145;78;60;114;110;108;85
1146;78;60;114;110;108;85
1147;78;60;114;110;108;85
1148;78;60;114;110;108;85
1149;78;60;114;110;108;85
1150;78;60;114;110;108;85
1151;78;60;114;110;108;85
1152;78;60;114;110;108;85
1153;78;60;114;110;108;85
1154;78;60;114;110;108;85
1155;78;60;114;110;108;85
1156;78;60;114;110;108;85
1157;78;60;114;110;108;85
1158;78;60;114;110;108;85
1159;78;60;114;110;108;85
1160;78;60;114;110;108;85
1161;78;60;114;110;108;85
1162;78;60;114;110;108;85
1163;78;60;114;110;108;85
1164;78;60;114;110;108;85
1165;78;60;114;110;108;85
1166;78;60;114;110;108;85
1167;78;60;114;110;108;85
1168;78;60;114;110;108;85
1169;78;60;114;110;108;85
1170;78;60;114;110;108;85
1171;78;60;114;110;108;85
1172;78;60;114;110;108;85
1173;78;60;114;110;108;85
1174;78;60;114;110;108;85
1175;78;60;114;110;108;85
1176;78;60;114;110;108;85
1177;78;60;114;110;108;85
1178;78;60;114;110;108;85
1179;78;60;114;110;108;85
1180;78;60;114;110;108;85
1181;78;60;114;110;108;85
1182;78;60;114;110;108;85
1183;78;60;114;110;108;85
1184;78;60;114;110;108;85
1185;78;60;114;110;108;85
1186;78;60;114;110;108;85
1187;78;60;114;110;108;85
1188;78;60;114;110;108;85
1189;78;60;114;110;108;85
1190;78;60;114;110;108;85
1191;78;60;114;110;108;85
1192;78;60;114;110;108;85
1193;78;60;114;110;108;85
1194;78;60;114;110;108;85
1195;78;60;114;110;108;85
1196;78;60;114;110;108;85
1197;78;60;114;110;108;85
1198;78;60;114;110;108;85
1199;78;60;114;110;108;85
1200;78;60;114;110;108;85
1201;78;60;114;110;108;85
1202;78;60;114;110;108;85
1203;78;60;114;110;108;85
1204;78;60;114;110;108;85
1205;78;60;114;110;108;85
1206;78;60;114;110;108;85
1207;78;60;114;110;108;85
1208;78;60;114;110;108;85
1209;78;60;114;110;108;85
1210;78;60;114;110;108;85
1211;78;60;114;110;108;85
1212;78;60;114;110;108;85
1213;78;60;114;110;108;85
1214;78;60;114;110;108;85
1215;78;60;114;110;108;85
1216;78;60;114;110;108;85
1217;78;60;114;110;108;85
1218;78;60;114;110;108;85
1219;78;60;114;110;108;85
1220;78;60;114;110;108;85
1221;78;60;114;110;108;85
1222;78;60;114;110;108;85
1223;78;60;114;110;108;85
1224;78;60;114;110;108;85
1225;78;60;114;110;108;85
1226;78;60;114;110;108;85
1227;78;60;114;110;108;85
1228;78;60;114;110;108;85
1229;78;60;114;110;108;85
1230;78;60;114;110;108;85
1231;78;60;114;110;108;85
1232;78;60;114;110;108;85
1233;78;60;114;110;108;85
1234;78;60;114;110;108;85
1235;78;60;114;110;108;85
1236;78;60;114;110;108;85
1237;78;60;114;110;108;85
1238;78;60;114;110;108;85
1239;78;60;114;110;108;85
1240;78;60;114;110;108;85
1241;78;60;114;110;108;85
1242;78;60;114;110;108;85
1243;78;60;114;110;108;85
1244;78;60;114;110;108;85
1245;78;60;114;110;108;85
1246;78;60;114;110;108;85
1247;78;60;114;110;108;85
1248;78;60;114;110;108;85
1249;78;60;114;110;108;85
1250;78;60;114;110;108;85
1251;78;60;114;110;108;85
1252;78;60;114;110;108;85
1253;78;60;114;110;108;85
1254;78;60;114;110;108;85
1255;78;60;114;110;108;85
1256;78;60;114;110;108;85
1257;78;60;114;110;108;85
1258;78;60;114;110;108;85
1259;78;60;114;110;108;85
1260;78;60;114;110;108;85
1261;78;60;114;110;108;85
1262;78;60;114;110;108;85
1263;78;60;114;110;108;85
1264;78;60;114;110;108;85
1265;78;60;114;110;108;85
1266;78;60;114;110;108;85
1267;78;60;114;110;108;85
1268;78;60;114;110;108;85
1269;78;60;114;110;108;85
1270;78;60;114;110;108;85
1271;78;60;114;110;108;85
1272;78;60;114;110;108;85
1273;78;60;114;110;108;85
1274;78;60;114;110;108;85
1275;78;60;114;110;108;85
1276;78;60;114;110;108;85
1277;78;60;114;110;108;85
1278;78;60;114;110;108;85
1279;78;60;114;110;108;85
1280;78;60;114;110;108;85
1281;78;60;114;110;108;85
1282;78;60;114;110;108;85
1283;78;60;114;110;108;85
1284;78;60;114;110;108;85
1285;78;60;114;110;108;85
1286;78;60;114;110;108;85
1287;78;60;114;110;108;85
1288;78;60;114;110;108;85
1289;78;60;114;110;108;85
1290;78;60;114;110;108;85
1291;78;60;114;110;108;85
1292;78;60;114;110;108;85
1293;78;60;114;110;108;85
1294;78;60;114;110;108;85
1295;78;60;114;110;108;85
1296;78;60;114;110;108;85
1297;78;60;114;110;108;85
1298;78;60;114;110;108;85
1299;78;60;114;110;108;85
1300;78;60;114;110;108;85
1301;78;60;114;110;108;85
1302;78;60;114;110;108;85
1303;78;60;114;110;108;85
1304;78;60;114;110;108;85
1305;78;60;114;110;108;85
1306;78;60;114;110;108;85
1307;78;60;114;110;108;85
1308;78;60;114;110;108;85
1309;78;60;114;110;108;85
1310;78;60;114;110;108;85
1311;78;60;114;110;108;85
1312;78;60;114;110;108;85
1313;78;60;114;110;108;85
1314;78;60;114;110;108;85
1315;78;60;114;110;108;85
1316;78;60;114;110;108;85
1317;78;60;114;110;108;85
1318;78;60;114;110;108;85
1319;78;60;114;110;108;85
1320;78;60;114;110;108;85
1321;78;60;114;110;108;85
1322;78;60;114;110;108;85
1323;78;60;114;110;108;85
1324;78;60;114;110;108;85
1325;78;60;114;110;108;85
1326;78;60;114;110;108;85
1327;78;60;114;110;108;85
1328;78;60;114;110;108;85
1329;78;60;114;110;108;85
1330;78;60;114;110;108;85
1331;78;60;114;110;108;85
1332;78;60;114;110;108;85
1333;78;60;114;110;108;85
1334;78;60;114;110;108;85
1335;78;60;114;110;108;85
1336;78;60;114;110;108;85
1337;78;60;114;110;108;85
1338;78;60;114;110;108;85
1339;78;60;114;110;108;85
1340;78;60;114;110;108;85
1341;78;60;114;110;108;85
1342;78;60;114;110;108;85
1343;78;60;114;110;108;85
1344;78;60;114;110;108;85
1345;78;60;114;110;108;85
1346;78;60;114;110;108;85
1347;78;60;114;110;108;85
1348;78;60;114;110;108;85
1349;78;60;114;110;108;85
1350;78;60;114;110;108;85
1351;78;60;114;110;108;85
1352;78;60;114;110;108;85
1353;78;60;114;110;108;85
1354;78;60;114;110;108;85
1355;78;60;114;110;108;85
1356;78;60;114;110;108;85
1357;78;60;114;110;108;85
1358;78;60;114;110;108;85
1359;78;60;114;110;108;85
1360;78;60;114;110;108;85
1361;78;60;114;110;108;85
1362;78;60;114;110;108;85
1363;78;60;114;110;108;85
1364;78;60;114;110;108;85
1365;78;60;114;110;108;85
1366;78;60;114;110;108;85
1367;78;60;114;110;108;85
1368;78;60;114;110;108;85
1369;78;60;114;110;108;85
1370;78;60;114;110;108;85
1371;78;60;114;110;108;85
1372;78;60;114;110;108;85
1373;78;60;114;110;108;85
1374;78;60;114;110;108;85
1375;78;60;114;110;108;85
1376;78;60;114;110;108;85
1377;78;60;114;110;108;85
1378;78;60;114;110;108;85
1379;78;60;114;110;108;85
1380;78;60;114;110;108;85
1381;78;60;114;110;108;85
1382;78;60;114;110;108;85
1383;78;60;114;110;108;85
1384;78;60;114;110;108;85
1385;78;60;114;110;108;85
1386;78;60;114;110;108;85
1387;78;60;114;110;108;85
1388;78;60;114;110;108;85
1389;78;60;114;110;108;85
1390;78;60;114;110;108;85
1391;78;60;114;110;108;85
1392;79;60;114;110;108;85
1393;79;60;114;110;108;85
1394;79;60;114;110;108;85
1395;79;60;114;110;108;85
1396;79;60;114;110;108;85
1397;79;60;114;110;108;85
1398;79;60;114;110;108;85
1399;79;60;114;110;108;85
1400;79;60;114;110;108;85
1401;79;60;114;110;108;85
1402;79;60;114;110;108;85
1403;79;60;114;110;108;85
1404;79;60;114;110;108;85
1405;79;60;114;110;108;85
1406;79;60;114;110;108;85
1407;79;60;114;110;108;85
1408;79;60;114;110;108;85
1409;79;60;114;110;108;85
1410;79;60;114;110;108;85
1411;79;60;114;110;108;85
1412;79;60;114;110;108;85
1413;79;60;114;110;108;85
1414;79;60;114;110;108;85
1415;79;60;114;110;108;85
1416;80;;113;103;111;
1417;80;;113;103;111;
1418;80;;113;103;111;
1419;80;;113;103;111;
1420;80;;113;103;111;
1421;80;;113;103;111;
1422;80;;113;103;111;
1423;80;;113;103;111;
1424;80;;113;103;111;
1425;80;;113;103;111;
1426;80;;113;103;111;
1427;80;;113;103;111;
1428;80;;113;103;111;
1429;80;;113;103;111;
1430;80;;113;103;111;
1431;80;;113;103;111;
1432;80;;113;103;111;
1433;80;;113;103;111;
1434;80;;113;103;111;
1435;80;;113;103;111;
1436;80;;113;103;111;
1437;80;;113;103;111;
1438;80;;113;103;111;
1439;80;;113;103;111;
1440;81;59;113;103;111;89.66666667
1441;81;59;113;103;111;89.66666667
1442;81;59;113;103;111;89.66666667
1443;81;59;113;103;111;89.66666667
1444;81;59;113;103;111;89.66666667
1445;81;59;113;103;111;89.66666667
1446;81;59;113;103;111;89.66666667
1447;81;59;113;103;111;89.66666667
1448;81;59;113;103;111;89.66666667
1449;81;59;113;103;111;89.66666667
1450;81;59;113;103;111;89.66666667
1451;81;59;113;103;111;89.66666667
1452;81;59;113;103;111;89.66666667
1453;81;59;113;103;111;89.66666667
1454;81;59;113;103;111;89.66666667
1455;81;59;113;103;111;89.66666667
1456;81;59;113;103;111;89.66666667
1457;81;59;113;103;111;89.66666667
1458;81;59;113;103;111;89.66666667
1459;81;59;113;103;111;89.66666667
1460;81;59;113;103;111;89.66666667
1461;81;59;113;103;111;89.66666667
1462;81;59;113;103;111;89.66666667
1463;81;59;113;103;111;89.66666667
1464;81;59;113;103;111;92
1465;81;59;113;103;111;92
1466;81;59;113;103;111;92
1467;81;59;113;103;111;92
1468;81;59;113;103;111;92
1469;81;59;113;103;111;92
1470;81;59;113;103;111;92
1471;81;59;113;103;111;92
1472;81;59;113;103;111;92
1473;81;59;113;103;111;92
1474;81;59;113;103;111;92
1475;81;59;113;103;111;92
1476;81;59;113;103;111;92
1477;81;59;113;103;111;92
1478;81;59;113;103;111;92
1479;81;59;113;103;111;92
1480;81;59;113;103;111;92
1481;81;59;113;103;111;92
1482;81;59;113;103;111;92
1483;81;59;113;103;111;92
1484;81;59;113;103;111;92
1485;81;59;113;103;111;92
1486;81;59;113;103;111;92
1487;81;59;113;103;111;92
1488;81;59;113;103;111;92
1489;81;59;113;103;111;92
1490;81;59;113;103;111;92
1491;81;59;113;103;111;92
1492;81;59;113;103;111;92
1493;81;59;113;103;111;92
1494;81;59;113;103;111;92
1495;81;59;113;103;111;92
1496;81;59;113;103;111;92
1497;81;59;113;103;111;92
1498;81;59;113;103;111;92
1499;81;59;113;103;111;92
1500;81;59;113;103;111;92
1501;81;59;113;103;111;92
1502;81;59;113;103;111;92
1503;81;59;113;103;111;92
1504;81;59;113;103;111;92
1505;81;59;113;103;111;92
1506;81;59;113;103;111;92
1507;81;59;113;103;111;92
1508;81;59;113;103;111;92
1509;81;59;113;103;111;92
1510;81;59;113;103;111;92
1511;81;59;113;103;111;92
1512;81;59;113;103;111;92
1513;81;59;113;103;111;92
1514;81;59;113;103;111;92
1515;81;59;113;103;111;92
1516;81;59;113;103;111;92
1517;81;59;113;103;111;92
1518;81;59;113;103;111;92
1519;81;59;113;103;111;92
1520;81;59;113;103;111;92
1521;81;59;113;103;111;92
1522;81;59;113;103;111;92
1523;81;59;113;103;111;92
1524;81;59;113;103;111;92
1525;81;59;113;103;111;92
1526;81;59;113;103;111;92
1527;81;59;113;103;111;92
1528;81;59;113;103;111;92
1529;81;59;113;103;111;92
1530;81;59;113;103;111;92
1531;81;59;113;103;111;92
1532;81;59;113;103;111;92
1533;81;59;113;103;111;92
1534;81;59;113;103;111;92
1535;81;59;113;103;111;92
1536;81;59;113;103;111;92
1537;81;59;113;103;111;92
1538;81;59;113;103;111;92
1539;81;59;113;103;111;92
1540;81;59;113;103;111;92
1541;81;59;113;103;111;92
1542;81;59;113;103;111;92
1543;81;59;113;103;111;92
1544;81;59;113;103;111;92
1545;81;59;113;103;111;92
1546;81;59;113;103;111;92
1547;81;59;113;103;111;92
1548;81;59;113;103;111;92
1549;81;59;113;103;111;92
1550;81;59;113;103;111;92
1551;81;59;113;103;111;92
1552;81;59;113;103;111;92
1553;81;59;113;103;111;92
1554;81;59;113;103;111;92
1555;81;59;113;103;111;92
1556;81;59;113;103;111;92
1557;81;59;113;103;111;92
1558;81;59;113;103;111;92
1559;81;59;113;103;111;92
1560;81;59;113;103;111;92
1561;81;59;113;103;111;92
1562;81;59;113;103;111;92
1563;81;59;113;103;111;92
1564;81;59;113;103;111;92
1565;81;59;113;103;111;92
1566;81;59;113;103;111;92
1567;81;59;113;103;111;92
1568;81;59;113;103;111;92
1569;81;59;113;103;111;92
1570;81;59;113;103;111;92
1571;81;59;113;103;111;92
1572;81;59;113;103;111;92
1573;81;59;113;103;111;92
1574;81;59;113;103;111;92
1575;81;59;113;103;111;92
1576;81;59;113;103;111;92
1577;81;59;113;103;111;92
1578;81;59;113;103;111;92
1579;81;59;113;103;111;92
1580;81;59;113;103;111;92
1581;81;59;113;103;111;92
1582;81;59;113;103;111;92
1583;81;59;113;103;111;92
1584;81;59;113;103;111;92
1585;81;59;113;103;111;92
1586;81;59;113;103;111;92
1587;81;59;113;103;111;92
1588;81;59;113;103;111;92
1589;81;59;113;103;111;92
1590;81;59;113;103;111;92
1591;81;59;113;103;111;92
1592;81;59;113;103;111;92
1593;81;59;113;103;111;92
1594;81;59;113;103;111;92
1595;81;59;113;103;111;92
1596;81;59;113;103;111;92
1597;81;59;113;103;111;92
1598;81;59;113;103;111;92
1599;81;59;113;103;111;92
1600;81;59;113;103;111;92
1601;81;59;113;103;111;92
1602;81;59;113;103;111;92
1603;81;59;113;103;111;92
1604;81;59;113;103;111;92
1605;81;59;113;103;111;92
1606;81;59;113;103;111;92
1607;81;59;113;103;111;92
1608;81;59;113;103;111;92
1609;81;59;113;103;111;92
1610;81;59;113;103;111;92
1611;81;59;113;103;111;92
1612;81;59;113;103;111;92
1613;81;59;113;103;111;92
1614;81;59;113;103;111;92
1615;81;59;113;103;111;92
1616;81;59;113;103;111;92
1617;81;59;113;103;111;92
1618;81;59;113;103;111;92
1619;81;59;113;103;111;92
1620;81;59;113;103;111;92
1621;81;59;113;103;111;92
1622;81;59;113;103;111;92
1623;81;59;113;103;111;92
1624;81;59;113;103;111;92
1625;81;59;113;103;111;92
1626;81;59;113;103;111;92
1627;81;59;113;103;111;92
1628;81;59;113;103;111;92
1629;81;59;113;103;111;92
1630;81;59;113;103;111;92
1631;81;59;113;103;111;92
1632;81;59;113;103;111;92
1633;81;59;113;103;111;92
1634;81;59;113;103;111;92
1635;81;59;113;103;111;92
1636;81;59;113;103;111;92
1637;81;59;113;103;111;92
1638;81;59;113;103;111;92
1639;81;59;113;103;111;92
1640;81;59;113;103;111;92
1641;81;59;113;103;111;92
1642;81;59;113;103;111;92
1643;81;59;113;103;111;92
1644;81;59;113;103;111;92
1645;81;59;113;103;111;92
1646;81;59;113;103;111;92
1647;81;59;113;103;111;92
1648;81;59;113;103;111;92
1649;81;59;113;103;111;92
1650;81;59;113;103;111;92
1651;81;59;113;103;111;92
1652;81;59;113;103;111;92
1653;81;59;113;103;111;92
